-43.000000 -32.000000 -15.000000 0.000000
-43.000000 -32.000000 -14.142857 0.000000
-43.000000 -32.000000 -13.285714 0.000000
-43.000000 -32.000000 -12.428571 0.000000
-43.000000 -32.000000 -11.571429 0.000000
-43.000000 -32.000000 -10.714286 0.000000
-43.000000 -32.000000 -9.857143 0.000000
-43.000000 -32.000000 -9.000000 0.000000
-43.000000 -32.000000 -8.142857 0.000000
-43.000000 -32.000000 -7.285714 0.000000
-43.000000 -32.000000 -6.428571 0.000000
-43.000000 -32.000000 -5.571429 0.000000
-43.000000 -32.000000 -4.714286 0.000000
-43.000000 -32.000000 -3.857143 0.000000
-43.000000 -32.000000 -3.000000 0.000000
-43.000000 -32.000000 -2.142857 0.000000
-43.000000 -32.000000 -1.285714 0.000000
-43.000000 -32.000000 -0.428571 0.000000
-43.000000 -32.000000 0.428571 0.000000
-43.000000 -32.000000 1.285714 0.000000
-43.000000 -32.000000 2.142857 0.000000
-43.000000 -32.000000 3.000000 0.000000
-43.000000 -32.000000 3.857143 0.000000
-43.000000 -32.000000 4.714286 0.000000
-43.000000 -32.000000 5.571429 0.000000
-43.000000 -32.000000 6.428571 0.000000
-43.000000 -32.000000 7.285714 0.000000
-43.000000 -32.000000 8.142857 0.000000
-43.000000 -32.000000 9.000000 0.000000
-43.000000 -32.000000 9.857143 0.000000
-43.000000 -32.000000 10.714286 0.000000
-43.000000 -32.000000 11.571429 0.000000
-43.000000 -32.000000 12.428571 0.000000
-43.000000 -32.000000 13.285714 0.000000
-43.000000 -32.000000 14.142857 0.000000
-43.000000 -32.000000 15.000000 0.000000
-43.000000 -32.000000 15.857143 0.000000
-43.000000 -32.000000 16.714286 0.000000
-43.000000 -32.000000 17.571429 0.000000
-43.000000 -32.000000 18.428571 0.000000
-43.000000 -32.000000 19.285714 0.000000
-43.000000 -32.000000 20.142857 0.000000
-43.000000 -32.000000 21.000000 0.000000
-43.000000 -32.000000 21.857143 0.000000
-43.000000 -32.000000 22.714286 0.000000
-43.000000 -32.000000 23.571429 0.000000
-43.000000 -32.000000 24.428571 0.000000
-43.000000 -32.000000 25.285714 0.000000
-43.000000 -32.000000 26.142857 0.000000
-43.000000 -32.000000 27.000000 0.000000
-43.000000 -30.693878 -15.000000 0.000000
-43.000000 -30.693878 -14.142857 0.000000
-43.000000 -30.693878 -13.285714 0.000000
-43.000000 -30.693878 -12.428571 0.000000
-43.000000 -30.693878 -11.571429 0.000000
-43.000000 -30.693878 -10.714286 0.000000
-43.000000 -30.693878 -9.857143 0.000000
-43.000000 -30.693878 -9.000000 0.000000
-43.000000 -30.693878 -8.142857 0.000000
-43.000000 -30.693878 -7.285714 0.000000
-43.000000 -30.693878 -6.428571 0.000000
-43.000000 -30.693878 -5.571429 0.000000
-43.000000 -30.693878 -4.714286 0.000000
-43.000000 -30.693878 -3.857143 0.000000
-43.000000 -30.693878 -3.000000 0.000000
-43.000000 -30.693878 -2.142857 0.000000
-43.000000 -30.693878 -1.285714 0.000000
-43.000000 -30.693878 -0.428571 0.000000
-43.000000 -30.693878 0.428571 0.000000
-43.000000 -30.693878 1.285714 0.000000
-43.000000 -30.693878 2.142857 0.000000
-43.000000 -30.693878 3.000000 0.000000
-43.000000 -30.693878 3.857143 0.000000
-43.000000 -30.693878 4.714286 0.000000
-43.000000 -30.693878 5.571429 0.000000
-43.000000 -30.693878 6.428571 0.000000
-43.000000 -30.693878 7.285714 0.000000
-43.000000 -30.693878 8.142857 0.000000
-43.000000 -30.693878 9.000000 0.000000
-43.000000 -30.693878 9.857143 0.000000
-43.000000 -30.693878 10.714286 0.000000
-43.000000 -30.693878 11.571429 0.000000
-43.000000 -30.693878 12.428571 0.000000
-43.000000 -30.693878 13.285714 0.000000
-43.000000 -30.693878 14.142857 0.000000
-43.000000 -30.693878 15.000000 0.000000
-43.000000 -30.693878 15.857143 0.000000
-43.000000 -30.693878 16.714286 0.000000
-43.000000 -30.693878 17.571429 0.000000
-43.000000 -30.693878 18.428571 0.000000
-43.000000 -30.693878 19.285714 0.000000
-43.000000 -30.693878 20.142857 0.000000
-43.000000 -30.693878 21.000000 0.000000
-43.000000 -30.693878 21.857143 0.000000
-43.000000 -30.693878 22.714286 0.000000
-43.000000 -30.693878 23.571429 0.000000
-43.000000 -30.693878 24.428571 0.000000
-43.000000 -30.693878 25.285714 0.000000
-43.000000 -30.693878 26.142857 0.000000
-43.000000 -30.693878 27.000000 0.000000
-43.000000 -29.387755 -15.000000 0.000000
-43.000000 -29.387755 -14.142857 0.000000
-43.000000 -29.387755 -13.285714 0.000000
-43.000000 -29.387755 -12.428571 0.000000
-43.000000 -29.387755 -11.571429 0.000000
-43.000000 -29.387755 -10.714286 0.000000
